split,formula,reaction,endpoint,n_atoms,dft_energy_eV,mace_energy_eV,endpoint_energy_error_eV
train,C5H10O2,rxn8577,reactant,17,-9438.724616379646,-9447.824224860047,-9.099608480401
train,C5H10O2,rxn8577,transition_state,17,-9433.180032572263,-9442.461768000041,-9.281735427778
train,C5H10O2,rxn8577,product,17,-9434.791183349678,-9444.527226361028,-9.736043011349
train,C5H10O2,rxn8578,reactant,17,-9438.724616379646,-9447.824224860047,-9.099608480401
train,C5H10O2,rxn8578,transition_state,17,-9434.816292197591,-9442.779565552992,-7.963273355401
train,C5H10O2,rxn8578,product,17,-9437.011623884917,-9444.714312278495,-7.702688393578
train,C5H10O2,rxn8579,reactant,17,-9438.724616379646,-9447.824224860047,-9.099608480401
train,C5H10O2,rxn8579,transition_state,17,-9435.788061987152,-9443.904806285518,-8.116744298366
train,C5H10O2,rxn8579,product,17,-9436.490818258389,-9443.975950283726,-7.485132025336
train,C5H10O2,rxn8580,reactant,17,-9438.724616385116,-9447.824224854696,-9.099608469580
train,C5H10O2,rxn8580,transition_state,17,-9435.731318044882,-9445.143060357846,-9.411742312965
train,C5H10O2,rxn8580,product,17,-9439.785379626466,-9448.759820426147,-8.974440799680
train,C5H10O2,rxn8581,reactant,17,-9438.724616385116,-9447.824224854696,-9.099608469580
train,C5H10O2,rxn8581,transition_state,17,-9435.177598062430,-9443.242801607879,-8.065203545450
train,C5H10O2,rxn8581,product,17,-9437.431588001004,-9446.578459028597,-9.146871027593
train,C5H10O2,rxn8645,reactant,17,-9438.211196527925,-9447.119820972099,-8.908624444173
train,C5H10O2,rxn8645,transition_state,17,-9434.581024251962,-9443.510501049865,-8.929476797903
train,C5H10O2,rxn8645,product,17,-9438.276021646991,-9447.356215669413,-9.080194022423
train,C5H10O2,rxn8646,reactant,17,-9438.211196527925,-9447.119820972099,-8.908624444173
train,C5H10O2,rxn8646,transition_state,17,-9435.493153149844,-9443.410805231131,-7.917652081287
train,C5H10O2,rxn8646,product,17,-9437.291717631544,-9446.351810383965,-9.060092752421
train,C5H10O2,rxn8647,reactant,17,-9438.211196527925,-9447.119820972099,-8.908624444173
train,C5H10O2,rxn8647,transition_state,17,-9435.084264721025,-9442.888958789888,-7.804694068864
train,C5H10O2,rxn8647,product,17,-9435.279771884589,-9443.234887487133,-7.955115602545
train,C5H10O2,rxn8648,reactant,17,-9438.211196527925,-9447.119820972099,-8.908624444173
train,C5H10O2,rxn8648,transition_state,17,-9436.228241498437,-9444.892504043350,-8.664262544913
train,C5H10O2,rxn8648,product,17,-9438.163267642400,-9447.380445159262,-9.217177516863
train,C5H10O2,rxn8649,reactant,17,-9438.211196527925,-9447.119820972099,-8.908624444173
train,C5H10O2,rxn8649,transition_state,17,-9434.445223638755,-9443.082259952256,-8.637036313501
train,C5H10O2,rxn8649,product,17,-9438.230305921614,-9447.071476040634,-8.841170119020
train,C5H10O2,rxn8650,reactant,17,-9438.211196527925,-9447.119820972095,-8.908624444170
train,C5H10O2,rxn8650,transition_state,17,-9434.153185898624,-9441.670437288754,-7.517251390131
train,C5H10O2,rxn8650,product,17,-9434.575349283719,-9443.987898509506,-9.412549225786
train,C5H10O2,rxn8651,reactant,17,-9438.211196527925,-9447.119820972099,-8.908624444173
train,C5H10O2,rxn8651,transition_state,17,-9435.017268283833,-9443.092011911865,-8.074743628033
train,C5H10O2,rxn8651,product,17,-9435.473033238750,-9443.317263261286,-7.844230022536
train,C5H10O2,rxn8652,reactant,17,-9438.211196499678,-9447.119820973154,-8.908624473475
train,C5H10O2,rxn8652,transition_state,17,-9435.116466985972,-9443.975390744361,-8.858923758389
train,C5H10O2,rxn8652,product,17,-9435.466954331630,-9443.053595012971,-7.586640681340
train,C5H10O2,rxn8653,reactant,17,-9438.211196527925,-9447.119820972099,-8.908624444173
train,C5H10O2,rxn8653,transition_state,17,-9435.424520916346,-9443.790569464460,-8.366048548114
train,C5H10O2,rxn8653,product,17,-9436.632991627997,-9443.859040488123,-7.226048860126
train,C5H10O2,rxn8654,reactant,17,-9438.211196527925,-9447.119820972099,-8.908624444173
train,C5H10O2,rxn8654,transition_state,17,-9435.362920838670,-9443.550631047616,-8.187710208946
train,C5H10O2,rxn8654,product,17,-9436.619304710548,-9443.761492481568,-7.142187771020
train,C5H10O2,rxn8655,reactant,17,-9438.211196527925,-9447.119820972099,-8.908624444173
train,C5H10O2,rxn8655,transition_state,17,-9432.549671245417,-9442.130032520461,-9.580361275044
train,C5H10O2,rxn8655,product,17,-9435.532540617382,-9444.412932686770,-8.880392069388
train,C5H10O2,rxn8656,reactant,17,-9438.211196527925,-9447.119820972099,-8.908624444173
train,C5H10O2,rxn8656,transition_state,17,-9434.189802427973,-9443.018852949426,-8.829050521454
train,C5H10O2,rxn8656,product,17,-9435.139773019153,-9442.981300055108,-7.841527035955
train,C5H10O2,rxn8714,reactant,17,-9439.128946765008,-9448.077931742437,-8.948984977429
train,C5H10O2,rxn8714,transition_state,17,-9434.651091257789,-9442.678063006502,-8.026971748714
train,C5H10O2,rxn8714,product,17,-9438.119624649931,-9447.355482562249,-9.235857912317
train,C5H10O2,rxn8715,reactant,17,-9439.128946765008,-9448.077931742437,-8.948984977429
train,C5H10O2,rxn8715,transition_state,17,-9435.076695268303,-9444.121652295233,-9.044957026930
train,C5H10O2,rxn8715,product,17,-9435.935651957056,-9443.019047906299,-7.083395949243
train,C5H10O2,rxn8716,reactant,17,-9439.128946765008,-9448.077931742437,-8.948984977429
train,C5H10O2,rxn8716,transition_state,17,-9435.086278865096,-9443.889305708546,-8.803026843450
train,C5H10O2,rxn8716,product,17,-9438.418844520353,-9447.738920401454,-9.320075881102
train,C5H10O2,rxn8717,reactant,17,-9439.128946765008,-9448.077931742433,-8.948984977425
train,C5H10O2,rxn8717,transition_state,17,-9435.188601116302,-9443.845391055849,-8.656789939547
train,C5H10O2,rxn8717,product,17,-9436.170967616028,-9443.325873161990,-7.154905545962
train,C5H10O2,rxn8718,reactant,17,-9439.128946765008,-9448.077931742437,-8.948984977429
train,C5H10O2,rxn8718,transition_state,17,-9434.619605336278,-9444.012188672814,-9.392583336536
train,C5H10O2,rxn8718,product,17,-9438.340259004362,-9447.468974186082,-9.128715181720
train,C5H10O2,rxn8719,reactant,17,-9439.128946753659,-9448.077931744516,-8.948984990857
train,C5H10O2,rxn8719,transition_state,17,-9434.988928236891,-9442.347603237349,-7.358675000458
train,C5H10O2,rxn8719,product,17,-9435.054110240902,-9443.693696964978,-8.639586724075
train,C5H10O2,rxn8720,reactant,17,-9439.128946765008,-9448.077931742437,-8.948984977429
train,C5H10O2,rxn8720,transition_state,17,-9435.045187314196,-9444.114764967077,-9.069577652881
train,C5H10O2,rxn8720,product,17,-9435.865728264211,-9442.966015857497,-7.100287593286
train,C5H10O2,rxn8721,reactant,17,-9439.128946765008,-9448.077931742437,-8.948984977429
train,C5H10O2,rxn8721,transition_state,17,-9433.952760466453,-9443.153821956425,-9.201061489972
train,C5H10O2,rxn8721,product,17,-9438.298397763709,-9447.383361478940,-9.084963715231
train,C5H10O2,rxn8722,reactant,17,-9439.128946765008,-9448.077931742437,-8.948984977429
train,C5H10O2,rxn8722,transition_state,17,-9435.114534787303,-9444.019025679312,-8.904490892010
train,C5H10O2,rxn8722,product,17,-9438.310133675990,-9447.680852291251,-9.370718615261
train,C5H10O2,rxn8723,reactant,17,-9439.128946765008,-9448.077931742437,-8.948984977429
train,C5H10O2,rxn8723,transition_state,17,-9434.741331945581,-9443.656031553830,-8.914699608249
train,C5H10O2,rxn8723,product,17,-9437.723915902270,-9446.979035399023,-9.255119496753
train,C5H10O2,rxn9489,reactant,17,-9439.079003772826,-9447.878497729218,-8.799493956392
train,C5H10O2,rxn9489,transition_state,17,-9435.253641627640,-9443.711618481380,-8.457976853741
train,C5H10O2,rxn9489,product,17,-9438.703669267315,-9447.414708840111,-8.711039572796
train,C5H10O2,rxn9544,reactant,17,-9438.774032916026,-9447.771022848874,-8.996989932848
train,C5H10O2,rxn9544,transition_state,17,-9434.285483006666,-9443.362834344985,-9.077351338319
train,C5H10O2,rxn9544,product,17,-9437.808758457670,-9446.793376323174,-8.984617865504
train,C5H10O2,rxn9545,reactant,17,-9438.774032916026,-9447.771022848874,-8.996989932848
train,C5H10O2,rxn9545,transition_state,17,-9434.184350021384,-9442.757330656101,-8.572980634717
train,C5H10O2,rxn9545,product,17,-9436.195052840336,-9445.180247655910,-8.985194815574
train,C5H10O2,rxn9549,reactant,17,-9439.514690017679,-9448.467073921342,-8.952383903663
train,C5H10O2,rxn9549,transition_state,17,-9435.431275435130,-9444.612768262843,-9.181492827713
train,C5H10O2,rxn9549,product,17,-9436.600423392492,-9443.937593466915,-7.337170074423
train,C5H10O2,rxn9581,reactant,17,-9439.446898723521,-9448.325330344502,-8.878431620980
train,C5H10O2,rxn9581,transition_state,17,-9433.726060224546,-9442.810318755324,-9.084258530778
train,C5H10O2,rxn9581,product,17,-9434.861348574186,-9444.383281037777,-9.521932463591
train,C5H10O2,rxn9582,reactant,17,-9439.446898723521,-9448.325330344502,-8.878431620980
train,C5H10O2,rxn9582,transition_state,17,-9435.769352802203,-9444.399598116575,-8.630245314373
train,C5H10O2,rxn9582,product,17,-9437.418743908998,-9446.456112533055,-9.037368624056
train,C5H10O2,rxn9583,reactant,17,-9439.446898693779,-9448.325330334608,-8.878431640829
train,C5H10O2,rxn9583,transition_state,17,-9434.794907122030,-9442.822156982189,-8.027249860159
train,C5H10O2,rxn9583,product,17,-9438.673138437618,-9447.802912603011,-9.129774165393
train,C5H10O2,rxn9601,reactant,17,-9438.349526498647,-9447.370894392245,-9.021367893598
train,C5H10O2,rxn9601,transition_state,17,-9434.059050736094,-9442.561554271440,-8.502503535346
train,C5H10O2,rxn9601,product,17,-9435.888672879710,-9444.904251824393,-9.015578944684
train,C5H10O2,rxn9602,reactant,17,-9438.349526498647,-9447.370894392245,-9.021367893598
train,C5H10O2,rxn9602,transition_state,17,-9434.947628404765,-9443.659523530023,-8.711895125258
train,C5H10O2,rxn9602,product,17,-9437.612428337028,-9447.099311118576,-9.486882781548
train,C5H10O2,rxn9607,reactant,17,-9438.642954835002,-9447.545213130266,-8.902258295264
train,C5H10O2,rxn9607,transition_state,17,-9433.511867096757,-9441.366273982332,-7.854406885575
train,C5H10O2,rxn9607,product,17,-9435.371360672907,-9443.222946400972,-7.851585728065
train,C5H10O2,rxn9608,reactant,17,-9438.642954835002,-9447.545213130266,-8.902258295264
train,C5H10O2,rxn9608,transition_state,17,-9433.457460201438,-9442.640674836297,-9.183214634859
train,C5H10O2,rxn9608,product,17,-9437.883188538628,-9447.105012413052,-9.221823874424
train,C5H10O2,rxn9626,reactant,17,-9439.526387369142,-9448.513413388720,-8.987026019578
train,C5H10O2,rxn9626,transition_state,17,-9435.343726796997,-9444.027295540187,-8.683568743190
train,C5H10O2,rxn9626,product,17,-9438.552580609456,-9447.543224421919,-8.990643812464
train,C5H10O2,rxn9627,reactant,17,-9439.526387369142,-9448.513413388720,-8.987026019578
train,C5H10O2,rxn9627,transition_state,17,-9434.283949616356,-9442.157947575892,-7.873997959536
train,C5H10O2,rxn9627,product,17,-9438.671735320402,-9447.560283696026,-8.888548375624
train,C5H10O2,rxn9628,reactant,17,-9439.526387369142,-9448.513413388720,-8.987026019578
train,C5H10O2,rxn9628,transition_state,17,-9437.562571464585,-9445.932809572445,-8.370238107860
train,C5H10O2,rxn9628,product,17,-9438.600582539400,-9447.728584162771,-9.128001623370
train,C5H10O2,rxn9861,reactant,17,-9439.190812184854,-9447.968745482431,-8.777933297577
train,C5H10O2,rxn9861,transition_state,17,-9434.481616327572,-9442.807396329979,-8.325780002408
train,C5H10O2,rxn9861,product,17,-9438.252307246659,-9447.051928215271,-8.799620968612
train,C5H10O2,rxn9889,reactant,17,-9438.680729615937,-9447.884717421455,-9.203987805518
train,C5H10O2,rxn9889,transition_state,17,-9435.318109857184,-9444.204233670847,-8.886123813663
train,C5H10O2,rxn9889,product,17,-9437.703474366795,-9447.168428497847,-9.464954131052
train,C5H10O2,rxn9890,reactant,17,-9438.680729615937,-9447.884717421455,-9.203987805518
train,C5H10O2,rxn9890,transition_state,17,-9433.269464158635,-9442.528404544262,-9.258940385627
train,C5H10O2,rxn9890,product,17,-9437.279025339018,-9446.518209622411,-9.239184283393
train,C5H10O2,rxn9939,reactant,17,-9438.235373123007,-9447.083655115808,-8.848281992801
train,C5H10O2,rxn9939,transition_state,17,-9434.409761909688,-9442.671165250751,-8.261403341063
train,C5H10O2,rxn9939,product,17,-9435.506916914097,-9444.791993537481,-9.285076623384
train,C5H10O2,rxn9940,reactant,17,-9438.235373123007,-9447.083655115808,-8.848281992801
train,C5H10O2,rxn9940,transition_state,17,-9432.139840192714,-9442.434186281682,-10.294346088967
train,C5H10O2,rxn9940,product,17,-9436.154875918219,-9444.930641220944,-8.775765302726
train,C5H10O2,rxn9954,reactant,17,-9439.376233439752,-9448.254734067821,-8.878500628069
train,C5H10O2,rxn9954,transition_state,17,-9432.921136034523,-9442.773317478872,-9.852181444348
train,C5H10O2,rxn9954,product,17,-9434.510289945043,-9444.067957155961,-9.557667210918
train,C5H10O2,rxn9955,reactant,17,-9439.376233439752,-9448.254734067821,-8.878500628069
train,C5H10O2,rxn9955,transition_state,17,-9433.053822366532,-9442.671751049236,-9.617928682705
train,C5H10O2,rxn9955,product,17,-9434.608540607011,-9444.056641977342,-9.448101370332
train,C5H10O2,rxn9956,reactant,17,-9439.376233448405,-9448.254734054166,-8.878500605761
train,C5H10O2,rxn9956,transition_state,17,-9435.639288795437,-9444.362426591391,-8.723137795954
train,C5H10O2,rxn9956,product,17,-9438.837504465238,-9448.085482179489,-9.247977714251
train,C5H10O2,rxn9991,reactant,17,-9439.894254547080,-9448.842279901528,-8.948025354448
train,C5H10O2,rxn9991,transition_state,17,-9436.202215939662,-9444.263517269635,-8.061301329974
train,C5H10O2,rxn9991,product,17,-9438.876510114309,-9448.019206971561,-9.142696857252
train,C5H10O2,rxn9992,reactant,17,-9439.894254547706,-9448.842279900613,-8.948025352907
train,C5H10O2,rxn9992,transition_state,17,-9436.566502535343,-9445.789063573442,-9.222561038099
train,C5H10O2,rxn9992,product,17,-9439.004513183623,-9448.313219895485,-9.308706711861
train,C5H11N,rxn0348,reactant,17,-6851.855980065578,-6858.045528064556,-6.189547998977
train,C5H11N,rxn0348,transition_state,17,-6847.303797610107,-6853.579458198054,-6.275660587947
train,C5H11N,rxn0348,product,17,-6848.837939035120,-6854.712236710292,-5.874297675172
train,C5H11N,rxn0349,reactant,17,-6851.855980065578,-6858.045528064552,-6.189547998973
train,C5H11N,rxn0349,transition_state,17,-6846.229515907474,-6851.432920494082,-5.203404586608
train,C5H11N,rxn0349,product,17,-6851.821479068101,-6858.092528687273,-6.271049619172
train,C5H11N,rxn0350,reactant,17,-6851.855980065578,-6858.045528064556,-6.189547998977
train,C5H11N,rxn0350,transition_state,17,-6846.805958458910,-6853.160864859728,-6.354906400818
train,C5H11N,rxn0350,product,17,-6849.163685535322,-6855.316711397571,-6.153025862249
train,C5H11N,rxn0351,reactant,17,-6851.855980065578,-6858.045528064556,-6.189547998977
train,C5H11N,rxn0351,transition_state,17,-6847.039341365624,-6852.851575023370,-5.812233657746
train,C5H11N,rxn0351,product,17,-6848.839211929145,-6854.967337959616,-6.128126030471
train,C5H11N,rxn0352,reactant,17,-6851.855980063783,-6858.045528048511,-6.189547984728
train,C5H11N,rxn0352,transition_state,17,-6847.743023593796,-6853.090092435374,-5.347068841577
train,C5H11N,rxn0352,product,17,-6848.228918613499,-6854.238573138384,-6.009654524885
train,C5H11N,rxn0353,reactant,17,-6851.855980065578,-6858.045528064556,-6.189547998977
train,C5H11N,rxn0353,transition_state,17,-6847.315085075972,-6853.617336309943,-6.302251233971
train,C5H11N,rxn0353,product,17,-6848.852221673864,-6854.529940400353,-5.677718726489
train,C5H11N,rxn0354,reactant,17,-6851.855980065578,-6858.045528064556,-6.189547998977
train,C5H11N,rxn0354,transition_state,17,-6845.982884266845,-6851.663867891079,-5.680983624234
train,C5H11N,rxn0354,product,17,-6848.850739188601,-6855.904313007794,-7.053573819194
train,C5H11N,rxn0355,reactant,17,-6851.855980065578,-6858.045528064556,-6.189547998977
train,C5H11N,rxn0355,transition_state,17,-6847.773567900151,-6852.862319295706,-5.088751395555
train,C5H11N,rxn0355,product,17,-6848.247135170183,-6854.128591320691,-5.881456150508
train,C5H11N,rxn0356,reactant,17,-6851.855980063783,-6858.045528048511,-6.189547984728
train,C5H11N,rxn0356,transition_state,17,-6848.639485159869,-6854.648825794317,-6.009340634449
train,C5H11N,rxn0356,product,17,-6849.392029501900,-6855.605286296000,-6.213256794100
train,C5H11N,rxn0493,reactant,17,-6851.699906989268,-6857.934871977691,-6.234964988423
train,C5H11N,rxn0493,transition_state,17,-6847.622995810808,-6852.922028225895,-5.299032415087
train,C5H11N,rxn0493,product,17,-6848.098831938995,-6854.244186275152,-6.145354336157
train,C5H11N,rxn0494,reactant,17,-6851.699906990030,-6857.934871979407,-6.234964989377
train,C5H11N,rxn0494,transition_state,17,-6849.278255962406,-6854.834850854261,-5.556594891856
train,C5H11N,rxn0494,product,17,-6850.298935256929,-6856.411375059482,-6.112439802552
train,C5H11N,rxn0495,reactant,17,-6851.699906989268,-6857.934871977691,-6.234964988423
train,C5H11N,rxn0495,transition_state,17,-6848.446538651594,-6854.478734227298,-6.032195575704
train,C5H11N,rxn0495,product,17,-6849.203736395470,-6855.408050189047,-6.204313793577
train,C5H11N,rxn1910,reactant,17,-6851.880887848725,-6858.007234914866,-6.126347066141
train,C5H11N,rxn1910,transition_state,17,-6848.196097626232,-6853.942973307308,-5.746875681077
train,C5H11N,rxn1910,product,17,-6849.353361151484,-6855.304073200427,-5.950712048942
train,C5H11N,rxn1911,reactant,17,-6851.880887846413,-6858.007234908942,-6.126347062529
train,C5H11N,rxn1911,transition_state,17,-6849.388985794031,-6854.933224772107,-5.544238978076
train,C5H11N,rxn1911,product,17,-6850.433221774793,-6856.627723908243,-6.194502133450
train,C5H11N,rxn1912,reactant,17,-6851.880887848725,-6858.007234914866,-6.126347066141
train,C5H11N,rxn1912,transition_state,17,-6846.987463458779,-6853.233120958720,-6.245657499941
train,C5H11N,rxn1912,product,17,-6849.223120997308,-6855.393343913295,-6.170222915987
train,C5H11N,rxn1994,reactant,17,-6851.767913933307,-6857.953023804556,-6.185109871250
train,C5H11N,rxn1994,transition_state,17,-6846.855380651856,-6853.047895391913,-6.192514740057
train,C5H11N,rxn1994,product,17,-6849.202883654715,-6855.328094514398,-6.125210859683
train,C5H11N,rxn1995,reactant,17,-6851.767913933307,-6857.953023804556,-6.185109871250
train,C5H11N,rxn1995,transition_state,17,-6846.737918476630,-6852.793392533924,-6.055474057294
train,C5H11N,rxn1995,product,17,-6851.621366440256,-6858.087837049572,-6.466470609316
train,C5H11N,rxn1996,reactant,17,-6851.767913933579,-6857.953023804794,-6.185109871215
train,C5H11N,rxn1996,transition_state,17,-6849.341134599517,-6854.713522593353,-5.372387993835
train,C5H11N,rxn1996,product,17,-6850.180489767466,-6856.302600830355,-6.122111062889
train,C5H11N,rxn1997,reactant,17,-6851.767913933579,-6857.953023804794,-6.185109871215
train,C5H11N,rxn1997,transition_state,17,-6845.624953917708,-6851.729155996431,-6.104202078724
train,C5H11N,rxn1997,product,17,-6848.701724876521,-6855.690549379916,-6.988824503395
train,C5H11N,rxn1998,reactant,17,-6851.767913933579,-6857.953023804794,-6.185109871215
train,C5H11N,rxn1998,transition_state,17,-6847.615918013709,-6852.728807994493,-5.112889980784
train,C5H11N,rxn1998,product,17,-6848.088813178343,-6853.884521451905,-5.795708273562
train,C5H11N,rxn1999,reactant,17,-6851.767913933307,-6857.953023804556,-6.185109871250
train,C5H11N,rxn1999,transition_state,17,-6848.566178308189,-6854.634145365087,-6.067967056898
train,C5H11N,rxn1999,product,17,-6849.316908837379,-6855.574783460238,-6.257874622859
train,C5H11N,rxn2210,reactant,17,-6851.807836139111,-6857.996850888299,-6.189014749189
train,C5H11N,rxn2210,transition_state,17,-6849.406200979492,-6855.090336097099,-5.684135117606
train,C5H11N,rxn2210,product,17,-6850.411837212519,-6856.531496743707,-6.119659531188
train,C5H11N,rxn2211,reactant,17,-6851.807836139111,-6857.996850888302,-6.189014749191
train,C5H11N,rxn2211,transition_state,17,-6847.568161390625,-6853.720590914752,-6.152429524127
train,C5H11N,rxn2211,product,17,-6852.266187874832,-6858.729847139453,-6.463659264621
train,C5H11N,rxn2212,reactant,17,-6851.807836157914,-6857.996850880392,-6.189014722479
train,C5H11N,rxn2212,transition_state,17,-6846.899726549665,-6852.954366401803,-6.054639852138
train,C5H11N,rxn2212,product,17,-6849.140419395202,-6854.900298134967,-5.759878739765
train,C5H11N,rxn2213,reactant,17,-6851.807836139111,-6857.996850888302,-6.189014749191
train,C5H11N,rxn2213,transition_state,17,-6848.577199714483,-6854.824520956580,-6.247321242097
train,C5H11N,rxn2213,product,17,-6849.350703663824,-6855.635260624412,-6.284556960588
train,C5H11N,rxn3233,reactant,17,-6851.822330701354,-6858.091860256562,-6.269529555208
train,C5H11N,rxn3233,transition_state,17,-6847.450156735167,-6853.886552231301,-6.436395496134
train,C5H11N,rxn3233,product,17,-6848.841089881345,-6854.954045230813,-6.112955349467
train,C5H11N,rxn3234,reactant,17,-6851.822330698715,-6858.091860258445,-6.269529559730
train,C5H11N,rxn3234,transition_state,17,-6847.821112786732,-6853.441263777896,-5.620150991164
train,C5H11N,rxn3234,product,17,-6848.291764402685,-6854.634004099797,-6.342239697112
train,C5H11N,rxn3235,reactant,17,-6851.822330701354,-6858.091860256562,-6.269529555208
train,C5H11N,rxn3235,transition_state,17,-6847.350583762073,-6853.170481702274,-5.819897940200
train,C5H11N,rxn3235,product,17,-6852.203838648025,-6858.624847757334,-6.421009109308
train,C5H11N,rxn3236,reactant,17,-6851.822330701354,-6858.091860256557,-6.269529555203
train,C5H11N,rxn3236,transition_state,17,-6847.227437708236,-6853.256700208302,-6.029262500067
train,C5H11N,rxn3236,product,17,-6848.629562776695,-6855.533907279030,-6.904344502335
train,C5H11N,rxn3237,reactant,17,-6851.822330701354,-6858.091860256562,-6.269529555208
train,C5H11N,rxn3237,transition_state,17,-6848.563492839333,-6854.590641686824,-6.027148847491
train,C5H11N,rxn3237,product,17,-6849.320840823938,-6855.531110014182,-6.210269190244
train,C5H11N,rxn3238,reactant,17,-6851.822330698715,-6858.091860258445,-6.269529559730
train,C5H11N,rxn3238,transition_state,17,-6849.365826948488,-6854.995825363203,-5.629998414715
train,C5H11N,rxn3238,product,17,-6850.346744982216,-6856.528863779905,-6.182118797688
train,C5H11N,rxn8968,reactant,17,-6851.855980065578,-6858.045528064556,-6.189547998977
train,C5H11N,rxn8968,transition_state,17,-6849.357378747566,-6854.977852758776,-5.620474011210
train,C5H11N,rxn8968,product,17,-6850.265858516976,-6856.479988727877,-6.214130210901
train,C5H11N,rxn8969,reactant,17,-6851.855980065578,-6858.045528064556,-6.189547998977
train,C5H11N,rxn8969,transition_state,17,-6847.296880719648,-6853.214715954809,-5.917835235161
train,C5H11N,rxn8969,product,17,-6848.587977391929,-6855.492462939251,-6.904485547322
train,C5H11N,rxn8989,reactant,17,-6851.699906989268,-6857.934871977687,-6.234964988419
train,C5H11N,rxn8989,transition_state,17,-6847.424781527593,-6853.516885356501,-6.092103828908
train,C5H11N,rxn8989,product,17,-6852.152016219645,-6858.582295862105,-6.430279642460
train,C5H11N,rxn9175,reactant,17,-6851.767913933307,-6857.953023804556,-6.185109871250
train,C5H11N,rxn9175,transition_state,17,-6848.119325829502,-6853.928117860943,-5.808792031440
train,C5H11N,rxn9175,product,17,-6849.315646984483,-6855.359038937662,-6.043391953180
train,C5H11N,rxn9176,reactant,17,-6851.767913933307,-6857.953023804556,-6.185109871250
train,C5H11N,rxn9176,transition_state,17,-6848.121638316979,-6853.884699157496,-5.763060840518
train,C5H11N,rxn9176,product,17,-6848.802566564596,-6854.075546586403,-5.272980021807
train,C5H11N,rxn9194,reactant,17,-6851.807836157914,-6857.996850880397,-6.189014722483
train,C5H11N,rxn9194,transition_state,17,-6847.244918501125,-6852.985720950584,-5.740802449459
train,C5H11N,rxn9194,product,17,-6848.852938906869,-6854.544377450982,-5.691438544113
train,C5H11NO,rxn10024,reactant,18,-8899.741820161460,-8908.119356246154,-8.377536084694
train,C5H11NO,rxn10024,transition_state,18,-8894.802294044652,-8902.716175077845,-7.913881033193
train,C5H11NO,rxn10024,product,18,-8897.427352477845,-8906.103564231616,-8.676211753771
train,C5H11NO,rxn6120,reactant,18,-8899.709972980037,-8907.976073463720,-8.266100483683
train,C5H11NO,rxn6120,transition_state,18,-8896.709581652383,-8905.037213879630,-8.327632227247
train,C5H11NO,rxn6120,product,18,-8898.309935391153,-8906.861929094630,-8.551993703477
train,C5H11NO,rxn6121,reactant,18,-8899.709972977425,-8907.976073458040,-8.266100480614
train,C5H11NO,rxn6121,transition_state,18,-8895.424452765172,-8904.342235987568,-8.917783222396
train,C5H11NO,rxn6121,product,18,-8896.187603915487,-8904.669143589494,-8.481539674007
train,C5H11NO,rxn6122,reactant,18,-8899.709972977425,-8907.976073458040,-8.266100480614
train,C5H11NO,rxn6122,transition_state,18,-8895.578734709088,-8903.373838286880,-7.795103577791
train,C5H11NO,rxn6122,product,18,-8898.593165822247,-8907.183330586182,-8.590164763935
train,C5H11NO,rxn6123,reactant,18,-8899.709972977425,-8907.976073458040,-8.266100480614
train,C5H11NO,rxn6123,transition_state,18,-8894.217458043890,-8902.440461439850,-8.223003395960
train,C5H11NO,rxn6123,product,18,-8898.797137835529,-8907.004065693882,-8.206927858353
train,C5H11NO,rxn6124,reactant,18,-8899.709972977425,-8907.976073458040,-8.266100480614
train,C5H11NO,rxn6124,transition_state,18,-8894.912749170153,-8902.950878591613,-8.038129421460
train,C5H11NO,rxn6124,product,18,-8896.144109167628,-8904.164906754151,-8.020797586523
train,C5H11NO,rxn6125,reactant,18,-8899.709972977425,-8907.976073458040,-8.266100480614
train,C5H11NO,rxn6125,transition_state,18,-8894.729688992578,-8902.991299787103,-8.261610794525
train,C5H11NO,rxn6125,product,18,-8898.312752308992,-8906.748981301405,-8.436228992414
train,C5H11NO,rxn6126,reactant,18,-8899.709972977425,-8907.976073458040,-8.266100480614
train,C5H11NO,rxn6126,transition_state,18,-8896.384580957714,-8903.599066955390,-7.214485997676
train,C5H11NO,rxn6126,product,18,-8898.949261025986,-8907.200632725586,-8.251371699600
train,C5H11NO,rxn6127,reactant,18,-8899.899536248062,-8908.236923172772,-8.337386924710
train,C5H11NO,rxn6127,transition_state,18,-8894.722226756256,-8902.890314360320,-8.168087604065
train,C5H11NO,rxn6127,product,18,-8897.613250403465,-8905.063838604627,-7.450588201162
train,C5H11NO,rxn6128,reactant,18,-8899.899536248062,-8908.236923172772,-8.337386924710
train,C5H11NO,rxn6128,transition_state,18,-8895.572108918908,-8902.995581297031,-7.423472378123
train,C5H11NO,rxn6128,product,18,-8898.095278039433,-8906.655626471647,-8.560348432215
train,C5H11NO,rxn6129,reactant,18,-8899.899536248062,-8908.236923172772,-8.337386924710
train,C5H11NO,rxn6129,transition_state,18,-8895.515564810743,-8904.283527544923,-8.767962734180
train,C5H11NO,rxn6129,product,18,-8895.847365132187,-8902.821826736215,-6.974461604028
train,C5H11NO,rxn6130,reactant,18,-8899.899536248062,-8908.236923172772,-8.337386924710
train,C5H11NO,rxn6130,transition_state,18,-8895.394768424660,-8904.251094411244,-8.856325986584
train,C5H11NO,rxn6130,product,18,-8898.079230945383,-8906.373442084605,-8.294211139222
train,C5H11NO,rxn6131,reactant,18,-8899.899536252280,-8908.236923172650,-8.337386920370
